ID,Station Name,Access,Owner,Last_Used,Open_Date,DC_Fast,Level1_Charging,Level2_Charging,Address,City,State,Zipcode,Latitude,Longitude,Pricing,Connection_Type
115921,Renaissance Arlington Capital View Hotel - Tesla Destination,public,Tesla Destination,2022-10-06,2015-06-08,,,3.0,2800 S Potomac Ave,Arlington,VA,22202,38.8474025,-77.0513855,Free,J1772
115922,Bedford Welcome Center - Tesla Destination,public,Tesla Destination,2022-10-06,2018-04-26,,,2.0,816 Burks Hill Rd,Bedford,VA,24523,37.324894,-79.531374,Free,J1772
115923,Peaks of Otter Lodge - Tesla Destination,public,Tesla Destination,2022-10-06,2017-06-16,,,2.0,85554 Blue Ridge Pkwy,Bedford,VA,24523,37.448296,-79.604445,Free,J1772
115924,Courtyard Blacksburg - Tesla Destination,public,Tesla Destination,2022-10-06,2016-11-17,,,4.0,105 Southpark Dr,Blacksburg,VA,24060,37.199367,-80.401037,Free,J1772
115925,The Grey Swan Inn Bed and Breakfast - Tesla Destination,public,Tesla Destination,2022-10-06,2017-03-24,,,2.0,615 S Main St,Blackstone,VA,23824,37.0739031,-78.000788,Free,J1772
115926,"L'Auberge Provencale, a Select Registry Property - Tesla Destination",public,Tesla Destination,2022-10-06,2015-06-24,,,2.0,13630 Lord Fairfax Hwy,Boyce,VA,22620,39.0708248,-78.0936848,Free,J1772
115927,Pearmund Cellars - Tesla Destination,public,Tesla Destination,2022-10-06,2015-05-05,,,1.0,6190 Georgetown Rd,Broad Run,VA,20137,38.783407,-77.739663,Free,TESLA
115929,Graduate Charlottesville - Tesla Destination,public,Tesla Destination,2022-10-06,2018-06-05,,,3.0,1309 W Main St,Charlottesville,VA,22903,38.033823,-78.498478,Free,J1772
115930,Boar's Head Inn - Tesla Destination,public,Tesla Destination,2022-10-06,2017-04-20,,,3.0,200 Ednam Dr,Charlottesville,VA,22903,38.04846,-78.542075,Free,J1772
115931,Hyatt Place Charlottesville - Tesla Destination,public,Tesla Destination,2022-10-06,2015-06-10,,,3.0,2100 Bond St,Charlottesville,VA,22901,38.06574,-78.492423,Free,J1772
115932,"Foxfield Inn, a Select Registry Property - Tesla Destination",public,Tesla Destination,2022-10-06,2015-04-24,,,2.0,2280 Garth Rd,Charlottesville,VA,22901,38.1035619,-78.56579,Free,J1772
115933,The Flats at West Village - Tesla Destination,public,Tesla Destination,2022-10-06,2015-04-17,,,2.0,852 W Main Street,Charlottesville,VA,22903,38.031934,-78.493365,Free,J1772
115934,Hyatt Place Richmond / Chester - Tesla Destination,public,Tesla Destination,2022-10-06,2016-08-08,,,2.0,13148 Kingston Ave,Chester,VA,23836,37.347818,-77.34417,Free,TESLA
115935,Refuge Inn - Tesla Destination,public,Tesla Destination,2022-10-06,2016-05-18,,,2.0,7058 Maddox Blvd,Chincoteague Island,VA,23336,37.924371,-75.354259,Free,J1772
115936,Holiday Inn Christiansburg - Tesla Destination,public,Tesla Destination,2022-10-06,2015-06-23,,,2.0,99 Bradley Drive,Christiansburg,VA,24073,37.162493,-80.427376,Free,J1772
115937,Hill Crest Mansion Inn - Tesla Destination,public,Tesla Destination,2022-10-06,2018-10-25,,,1.0,1100 McCormick Blvd,Clifton Forge,VA,24422,37.8261389,-79.8297699,Free,TESLA
115938,The Boathouse Marina - Tesla Destination,public,Tesla Destination,2022-10-06,2018-07-06,,,3.0,829 Robin Grove Ln,Colonial Beach,VA,22443,38.2406282,-76.9624136,Free,J1772
115939,Pro Re Nata Brewery - Tesla Destination,public,Tesla Destination,2022-10-06,2017-07-14,,,4.0,6135 Rockfish Gap Turnpike,Crozet,VA,22932,38.048816,-78.714226,Free,J1772
115940,DuCard Vineyards - Tesla Destination,public,Tesla Destination,2022-10-06,2016-02-29,,,2.0,40 Gibson Hollow Ln,Etlan,VA,22719,38.51513,-78.303035,Free,J1772
115941,SpringHill Suites Fairfax Fair Oaks - Tesla Destination,public,Tesla Destination,2022-10-06,2017-07-17,,,2.0,11191 Waples Mill Rd,Fairfax,VA,22030,38.85364,-77.338581,Free,J1772
115942,Hotel Floyd - Tesla Destination,public,Tesla Destination,2022-10-06,2015-03-17,,,1.0,300 Rick Lewis Way,Floyd,VA,24091,36.910456,-80.31744,Free,TESLA
115943,Riverton Commons Shopping Center - Tesla Destination,public,Tesla Destination,2022-10-06,2018-06-14,,,5.0,10 Riverton Commons Dr,Front Royal,VA,22630,38.962438,-78.189273,Free,J1772
115944,Comfort Suites At Virginia Center Commons - Tesla Destination,public,Tesla Destination,2022-10-06,2017-07-17,,,4.0,10601 Telegraph Rd,Glen Allen,VA,23059,37.674415,-77.450155,Free,J1772
115945,Candlewood Suites Richmond North-Glen Allen - Tesla Destination,public,Tesla Destination,2022-10-06,2017-07-17,,,4.0,10609 Telegraph Rd,Glen Allen,VA,23059,37.674316,-77.449464,Free,J1772
115947,By the Side of the Road Inn & Cottages - Tesla Destination,public,Tesla Destination,2022-10-06,2015-05-07,,,2.0,491 Garbers Church Rd,Harrisonburg,VA,22801,38.4515068,-78.9041562,Free,J1772
115948,Microtel Inn & Suites by Wyndham Harrisonburg - Tesla Destination,public,Tesla Destination,2022-10-06,2018-05-21,,,4.0,85 Pleasant Valley Rd,Harrisonburg,VA,22801,38.405608,-78.907199,Free,TESLA
115949,Downtown Hopewell Virginia - Tesla Destination,public,Tesla Destination,2022-10-06,2017-08-25,,,2.0,220 Appomattox St,Hopewell,VA,23860,37.305911,-77.28646,Free,J1772
115950,The Boathouse at City Point - Tesla Destination,public,Tesla Destination,2022-10-06,2017-07-18,,,1.0,701 W Randolph Rd,Hopewell,VA,23860,37.308732,-77.294043,Free,TESLA
115951,The Tides Inn - Tesla Destination,public,Tesla Destination,2022-10-06,2015-12-18,,,3.0,480 King Carter Dr,Irvington,VA,22480,37.664451,-76.432381,Free,J1772
115952,Keswick Hall & Golf Club - Tesla Destination,public,Tesla Destination,2022-10-06,2015-05-12,,,3.0,701 Club Dr,Keswick,VA,22947,38.016727,-78.367276,Free,J1772
115953,Lansdowne Resort - Tesla Destination,public,Tesla Destination,2022-10-06,2016-06-15,,,4.0,44050 Woodridge Pkwy,Leesburg,VA,20176,39.0834,-77.475975,Free,J1772
115954,Best Western Leesburg Hotel & Conference Center - Tesla Destination,public,Tesla Destination,2022-10-06,2017-10-19,,,4.0,726 E Market St,Leesburg,VA,20176,39.106499,-77.5459562,Free,J1772
115955,Best Western Plus Inn at Hunt Ridge - Tesla Destination,public,Tesla Destination,2022-10-06,2017-12-05,,,6.0,25 Willow Springs Rd,Lexington,VA,24450,37.804211,-79.415913,Free,J1772
115956,Comfort Inn Virginia Horse Center - Tesla Destination,public,Tesla Destination,2022-10-06,2017-12-05,,,6.0,62 Comfort Wy,Lexington,VA,24450,37.801513,-79.417941,Free,J1772
115957,Brierley Hill Bed and Breakfast - Tesla Destination,public,Tesla Destination,2022-10-06,2015-04-13,,,1.0,985 Borden Rd,Lexington,VA,24450,37.7947045,-79.4699173,Free,TESLA
115958,Prospect Hill Plantation Inn - Tesla Destination,public,Tesla Destination,2022-10-06,2016-03-30,,,2.0,2887 Poindexter Rd,Louisa County,VA,23093,37.99188,-78.165277,Free,J1772
115959,The Mimslyn Inn - Tesla Destination,public,Tesla Destination,2022-10-06,2015-03-02,,,2.0,401 W Main St,Luray,VA,22835,38.664182,-78.46637,Free,J1772
115960,Shenandoah National Park - Skyland Resort - Tesla Destination,public,Tesla Destination,2022-10-06,2017-06-22,,,2.0,- Skyland Upper Loop Mile 41,Luray,VA,22835,38.592057,-78.38108,Free,J1772
115961,Craddock Terry Hotel - Tesla Destination,public,Tesla Destination,2022-10-06,2018-07-18,,,2.0,1312 Commerce St,Lynchburg,VA,24504,37.411599,-79.138201,Free,TESLA
115962,Courtyard by Marriott Liberty University/Lynchburg - Tesla Destination,public,Tesla Destination,2022-10-06,2017-07-24,,,2.0,4640 Murray Pl,Lynchburg,VA,24502,37.368797,-79.173357,Free,TESLA
115963,Kinloch Golf Club - Tesla Destination,public,Tesla Destination,2022-10-06,2018-03-16,,,3.0,100 Kinloch Ln,Manakin Sabot,VA,23103,37.6359894,-77.6872898,Free,TESLA
115964,Field & Main Restaurant - Tesla Destination,public,Tesla Destination,2022-10-06,2016-08-25,,,2.0,8369 W Main St,Marshall,VA,20115,38.864719,-77.857351,Free,TESLA
115965,"The Ritz-Carlton, Tysons Corner - Tesla Destination",public,Tesla Destination,2022-10-06,2016-02-19,,,2.0,1700 Tysons Blvd,Mclean,VA,22012,38.924225,-77.2235,Free,J1772
115967,Hilton McLean Tysons Corner - Tesla Destination,public,Tesla Destination,2022-10-06,2015-08-14,,,2.0,7920 Jones Branch Dr,McLean,VA,22102,38.925974,-77.216181,Free,TESLA
115968,Primland - Tesla Destination,public,Tesla Destination,2022-10-06,2016-02-03,,,1.0,2000 Busted Rock Rd,Meadows of Dan,VA,24120,36.661544,-80.43188,Free,TESLA
115969,50 West Vineyards - Tesla Destination,public,Tesla Destination,2022-10-06,2018-03-13,,,4.0,39060 John Mosby Hwy,Middleburg,VA,20117,38.9812175,-77.6582443,Free,J1772
115970,Salamander Resort & Spa - Tesla Destination,public,Tesla Destination,2022-10-06,2017-09-29,,,3.0,500 N Pendleton St,Middleburg,VA,20137,38.974469,-77.7433777,Free,TESLA
115971,Independence Golf Club - Tesla Destination,public,Tesla Destination,2022-10-06,2017-06-02,,,3.0,600 Founders Bridge Blvd,Midlothian,VA,23113,37.543733,-77.684625,Free,J1772
115972,James Madison's Montpelier - Tesla Destination,public,Tesla Destination,2022-10-06,2017-12-19,,,8.0,11350 Constitution Hwy,Montpelier Station,VA,22957,38.217746,-78.171122,Free,J1772
115973,Shenvalee Golf Resort - Tesla Destination,public,Tesla Destination,2022-10-06,2017-01-30,,,3.0,9660 Fairway Dr,New Market,VA,22844,38.640043,-78.673807,Free,J1772
115974,"Holiday Inn Express & Suites, Newport News - Tesla Destination",public,Tesla Destination,2022-10-06,2018-05-22,,,5.0,943 J Clyde Morris Blvd,Newport News,VA,23601,37.0928622,-76.4606547,Free,J1772
115975,Press 626 - Tesla Destination,public,Tesla Destination,2022-10-06,2016-03-29,,,1.0,626 W Olney Rd,Norfolk,VA,23507,36.860532,-76.299693,Free,TESLA
115976,Thrift Store USA Norfolk - Tesla Destination,public,Tesla Destination,2022-10-06,2016-10-27,,,1.0,875 E Little Creek Rd,Norfolk,VA,23518,36.914545,-76.247689,Free,TESLA
115977,"The Inn at Onancock, a Select Registry Property - Tesla Destination",public,Tesla Destination,2022-10-06,2015-05-08,,,2.0,30 North St,Onancock,VA,23417,37.7138577,-75.7473399,Free,J1772
115978,Shrine Mont - Tesla Destination,public,Tesla Destination,2022-10-06,2018-06-21,,,4.0,217 Shrine Mont Cir,Orkney Springs,VA,22845,38.795476,-78.81805,Free,J1772
115979,"Inn at Riverbend, a Select Registry Property - Tesla Destination",public,Tesla Destination,2022-10-06,2015-06-12,,,2.0,125 River Ridge Dr,Pearisburg,VA,24134,37.319736,-80.686176,Free,J1772
115980,The Commodore Theatre - Tesla Destination,public,Tesla Destination,2022-10-06,2015-05-26,,,2.0,421 High St,Portsmouth,VA,23704,36.834926,-76.302028,Free,TESLA
115981,The Mermaids' Porch Bed and Breakfast - Tesla Destination,public,Tesla Destination,2022-10-06,2017-02-23,,,1.0,497 North St,Portsmouth,VA,23704,36.838156,-76.302319,Free,TESLA
115982,Sunset Hills Vineyard - Tesla Destination,public,Tesla Destination,2022-10-06,2018-03-13,,,4.0,38295 Fremont Overlook Ln,Purcellville,VA,20132,39.1795605,-77.6774243,Free,J1772
115983,Steeles Tavern Manor and Alpine Hideaway Cabins - Tesla Destination,public,Tesla Destination,2022-10-06,2015-03-23,,,2.0,8400 N Lee Hwy,Raphine,VA,24472,37.9237706,-79.2036335,Free,J1772
115984,Walden Hall - Tesla Destination,public,Tesla Destination,2022-10-06,2017-03-02,,,2.0,17440 True Blue Ln,Reva,VA,22735,38.460384,-78.128655,Free,J1772
115985,Pupatella - Tesla Destination,public,Tesla Destination,2022-10-06,2017-10-27,,,2.0,1 N Morris St,Richmond,VA,23220,37.546347,-77.456361,Free,TESLA
115986,The Jefferson Hotel - Tesla Destination,public,Tesla Destination,2022-10-06,2016-01-08,,,3.0,101 W Franklin St,Richmond,VA,23220,37.543816,-77.444942,Free,J1772
115987,Providence Golf Club - Tesla Destination,public,Tesla Destination,2022-10-06,2017-10-25,,,4.0,1160 S Providence Rd,Richmond,VA,23236,37.48132,-77.555591,Free,J1772
115988,Hilton Richmond Hotel & Spa/Short Pump - Tesla Destination,public,Tesla Destination,2022-10-06,2017-05-30,,,2.0,12042 W Broad St,Richmond,VA,23233,37.659337,-77.628263,Free,TESLA
115989,Wingate by Wyndham Richmond Short Pump - Tesla Destination,public,Tesla Destination,2022-10-06,2017-04-12,,,3.0,13991 N Gayton Rd,Richmond,VA,23233,37.660164,-77.630903,Free,J1772
115990,Richmond Main Street Station - Tesla Destination,public,Tesla Destination,2022-10-06,2015-04-27,,,1.0,1500 E Main St,Richmond,VA,23219,37.534318,-77.428758,Free,TESLA
115992,Graduate Richmond - Tesla Destination,public,Tesla Destination,2022-10-06,2018-01-29,,,2.0,301 W Franklin St,Richmond,VA,23220,37.545362,-77.446647,Free,TESLA
115993,Hyatt Place Richmond Airport - Tesla Destination,public,Tesla Destination,2022-10-06,2017-04-11,,,2.0,4401 S Laburnum Ave,Richmond,VA,23231,37.530918,-77.358861,Free,J1772
115994,Hilton Richmond Downtown - Tesla Destination,public,Tesla Destination,2022-10-06,2016-01-13,,,1.0,501 E Broad St,Richmond,VA,23219,37.542205,-77.437577,Free,TESLA
115995,Triple Crossing Brewing - Fulton - Tesla Destination,public,Tesla Destination,2022-10-06,2018-03-19,,,3.0,5203 Hatcher St,Richmond,VA,23231,37.512467,-77.4067411,Free,TESLA
115996,Crowne Plaza Richmond Downtown - Tesla Destination,public,Tesla Destination,2022-10-06,2017-05-30,,,2.0,555 E Canal St,Richmond,VA,23219,37.538185,-77.44109,Free,J1772
115997,The Westin Richmond - Tesla Destination,public,Tesla Destination,2022-10-06,2016-02-13,,,4.0,6631 W Broad St,Richmond,VA,23230,37.604272,-77.518319,Free,J1772
115998,Homewood Suites by Hilton Richmond-Downtown - Tesla Destination,public,Tesla Destination,2022-10-06,2017-07-17,,,1.0,700 E Main St,Richmond,VA,23219,37.539373,-77.43763,Free,TESLA
115999,Quality Inn West End - Tesla Destination,public,Tesla Destination,2022-10-06,2017-07-13,,,2.0,8008 W Broad St,Richmond,VA,23294,37.626376,-77.528253,Free,J1772
116000,"Country Inn & Suites By Carlson, Richmond W I-64 - Tesla Destination",public,Tesla Destination,2022-10-06,2017-07-14,,,4.0,8010 W Broad St,Richmond,VA,23294,37.625913,-77.527317,Free,J1772
116001,"Country Inn & Suites By Carlson, Roanoke, VA - Tesla Destination",public,Tesla Destination,2022-10-06,2017-06-21,,,6.0,7860 Plantation Rd,Roanoke,VA,24019,37.354562,-79.956722,Free,J1772
116002,Holiday Inn Express Roanoke - Civic Center - Tesla Destination,public,Tesla Destination,2022-10-06,2017-07-17,,,6.0,815 Gainsboro Rd NW,Roanoke,VA,24016,37.281753,-79.940541,Free,J1772
116003,Hotel Roanoke and Conference Center - Tesla Destination,public,Tesla Destination,2022-10-06,2016-06-06,,,2.0,110 Shenandoah Ave NW,Roanoke,VA,24016,37.2746767,-79.9393021,Free,TESLA
116004,Claiborne House Bed & Breakfast - Tesla Destination,public,Tesla Destination,2022-10-06,2015-07-15,,,1.0,185 Claiborne Ave,Rocky Mount,VA,24151,36.999977,-79.889484,Free,TESLA
116005,Hampton Inn Salem East-Electric Road - Tesla Destination,public,Tesla Destination,2022-10-06,2016-03-25,,,2.0,1886 Electric Rd,Salem,VA,24153,37.265168,-80.03218,Free,TESLA
116006,Smithfield Station - Tesla Destination,public,Tesla Destination,2022-10-06,2017-11-03,,,4.0,415 S Church St,Smithfield,VA,23430,36.9824546,-76.6230112,Free,TESLA
116007,Oak Grove Plantation Bed and Breakfast - Tesla Destination,public,Tesla Destination,2022-10-06,2016-06-22,,,2.0,1245 Cluster Springs Rd,South Boston,VA,24592,36.611201,-78.929852,Free,J1772
116008,Sleep Inn Staunton - Tesla Destination,public,Tesla Destination,2022-10-06,2017-11-01,,,6.0,222 Jefferson Hwy,Staunton,VA,24401,38.125257,-79.030738,Free,J1772
116009,Berkeley House Bed and Breakfast - Tesla Destination,public,Tesla Destination,2022-10-06,2016-12-20,,,1.0,303 Berkeley Pl,Staunton,VA,24401,38.150831,-79.068383,Free,TESLA
116010,Best Western Staunton Inn - Tesla Destination,public,Tesla Destination,2022-10-06,2018-01-30,,,6.0,92 Rowe Rd,Staunton,VA,24401,38.126049,-79.034742,Free,J1772
116011,Hampton Inn Stony Creek/Petersburg Area - Tesla Destination,public,Tesla Destination,2022-10-06,2017-08-30,,,3.0,10476 Blue Star Hwy,Stony Creek,VA,23882,36.974829,-77.394007,Free,TESLA
116012,Front Porch Market & Grill - Tesla Destination,public,Tesla Destination,2022-10-06,2017-07-27,,,2.0,6483 Main St,The Plains,VA,22682,38.861855,-77.774148,Free,TESLA
116013,Comfort Inn Troutville - Roanoke North - Tesla Destination,public,Tesla Destination,2022-10-06,2018-03-07,,,6.0,2545 Lee Hwy,Troutville,VA,24175,37.383557,-79.903663,Free,J1772
116014,"Sugar Tree Inn, a Select Registry Property - Tesla Destination",public,Tesla Destination,2022-10-06,2015-08-18,,,2.0,145 Lodge Trl,Vesuvius,VA,24483,37.887169,-79.164274,Free,J1772
116015,Four Points by Sheraton Virginia Beach Oceanfront - Tesla Destination,public,Tesla Destination,2022-10-06,2016-07-12,,,4.0,1211 Atlantic Ave,Virginia Beach,VA,23451,36.841355,-75.972945,Free,J1772
116016,Wasserhund Brewing Company - Tesla Destination,public,Tesla Destination,2022-10-06,2017-07-31,,,3.0,1805 Laskin Rd,Virginia Beach,VA,23454,36.848934,-76.027545,Free,J1772
116017,Il Gardino - Tesla Destination,public,Tesla Destination,2022-10-06,2017-10-26,,,2.0,2105 W Great Neck Rd,Virginia Beach,VA,23451,36.9050547,-76.0702417,Free,TESLA
116018,PRESS wine bar - Tesla Destination,public,Tesla Destination,2022-10-06,2018-02-26,,,4.0,2301 Red Tide Rd,Virginia Beach,VA,23451,36.9114672,-76.0742967,Free,TESLA
116019,"Beach Spa Bed & Breakfast,a Select Registry Property - Tesla Destination",public,Tesla Destination,2022-10-06,2016-11-18,,,2.0,2420 Arctic Ave,Virginia Beach,VA,23451,36.852647,-75.979855,Free,TESLA
116020,First Landing State Park - Tesla Destination,public,Tesla Destination,2022-10-06,2018-06-22,,,3.0,2500 Shore Dr,Virginia Beach,VA,23451,36.9182,-76.053356,Free,J1772
116021,Il Giardino Ristorante 2 - Tesla Destination,public,Tesla Destination,2022-10-06,2018-06-14,,,4.0,2500 Tournament Dr,Virginia Beach,VA,23456,36.7592861,-76.0747554,Free,TESLA
116022,Hyatt House Virginia Beach Oceanfront - Tesla Destination,public,Tesla Destination,2022-10-06,2017-06-19,,,3.0,2705 Atlantic Ave,Virginia Beach,VA,23451,36.855897,-75.97682,Free,J1772
116023,Atrium Resort - Tesla Destination,public,Tesla Destination,2022-10-06,2016-02-16,,,2.0,315 21st St,Virginia Beach,VA,23451,36.849186,-75.977964,Free,TESLA
116024,The Cavalier Virginia Beach - Tesla Destination,public,Tesla Destination,2022-10-06,2018-06-13,,,4.0,4200 Atlantic Ave,Virginia Beach,VA,23451,36.86894,-75.9844534,Free,J1772
116025,Mermaid Winery - Tesla Destination,public,Tesla Destination,2022-10-06,2018-02-26,,,3.0,4401 Shore Dr,Virginia Beach,VA,23455,36.904677,-76.123094,Free,J1772
116026,Pembroke Mall - Tesla Destination,public,Tesla Destination,2022-10-06,2017-11-30,,,3.0,4554 Virginia Beach Blvd,Virginia Beach,VA,23462,36.84446,-76.134411,Free,J1772
116027,Founders Inn and Spa - Tesla Destination,public,Tesla Destination,2022-10-06,2015-08-18,,,2.0,5641 Indian River Rd,Virginia Beach,VA,23464,36.802211,-76.190142,Free,TESLA
116028,CROC'S 19th Street Bistro - Tesla Destination,public,Tesla Destination,2022-10-06,2015-10-13,,,2.0,620 19th St,Virginia Beach,VA,23451,36.845576,-75.983128,Free,J1772
116029,Il Giardino Ristorante Atlantic Ave - Tesla Destination,public,Tesla Destination,2022-10-06,2018-02-08,,,2.0,910 Atlantic Ave,Virginia Beach,VA,23451,36.8384299,-75.9727317,Free,TESLA
116030,Poplar Springs Inn & Spa - Tesla Destination,public,Tesla Destination,2022-10-06,2017-06-22,,,2.0,5025 Casanova Rd,Warrenton,VA,20187,38.651111,-77.713847,Free,TESLA
116031,Foster Harris House - Tesla Destination,public,Tesla Destination,2022-10-06,2015-12-07,,,1.0,189 Main St,Washington,VA,22747,38.710569,-78.161097,Free,TESLA
116032,The Inn at Little Washington - Tesla Destination,public,Tesla Destination,2022-10-06,2015-11-12,,,4.0,309 Middle St,Washington,VA,22747,38.713727,-78.159574,Free,J1772
116033,Iris Inn Bed & Breakfast - Tesla Destination,public,Tesla Destination,2022-10-06,2015-03-31,,,2.0,191 Chinquapin Dr,Waynesboro,VA,22980,38.0440242,-78.9045217,Free,J1772
116034,New Quarter Park - Tesla Destination,public,Tesla Destination,2022-10-06,2018-03-28,,,3.0,1000 Lakeshead Dr,Williamsburg,VA,23185,37.2938198,-76.6453494,Free,J1772
116035,DoubleTree by Hilton Williamsburg - Tesla Destination,public,Tesla Destination,2022-10-06,2017-01-23,,,2.0,50 Kingsmill Rd,Williamsburg,VA,23185,37.243124,-76.659679,Free,TESLA
116036,Riverwalk Landing Parking Deck - Tesla Destination,public,Tesla Destination,2022-10-06,2017-11-03,,,1.0,330 Water St,Yorktown,VA,23690,37.238331,-76.509319,Free,TESLA
116757,City of Danville,private,Non-Networked,2022-11-10,2018-06-01,,,1.0,1113 Goodyear Blvd,Danville,VA,24541,36.576879,-79.380794,,J1772
116758,City of Danville - Farmers' Market,public,Non-Networked,2022-11-10,2018-06-01,,,1.0,629 Craghead St,Danville,VA,24541,36.584304,-79.385308,Free,J1772
116802,McHenry Row - Tesla Supercharger,public,Tesla,2024-07-01,2018-12-01,8.0,,,1641 Whetstone Way,Baltimore,MD,21230,39.268577,-76.598901,,TESLA
116819,Sheetz - Tesla Supercharger,public,Tesla,2024-07-01,2018-12-01,8.0,,,15315 Washington Street,Haymarket,VA,20169,38.814873,-77.643702,,TESLA
